199.39	6.84e-18
199.43	5.46e-18
199.50	4.03e-18
199.54	2.65e-18
199.61	1.02e-18
199.62	2.97e-18
199.63	3.46e-18
199.68	6.10e-18
199.73	8.30e-18
199.76	1.10e-17
199.79	1.46e-17
199.82	1.69e-17
199.85	1.77e-17
199.87	1.71e-17
199.90	1.73e-17
199.91	1.67e-17
199.95	1.69e-17
199.96	1.58e-17
199.99	1.55e-17
200.01	1.41e-17
200.06	1.36e-17
200.07	1.27e-17
200.09	1.16e-17
200.12	1.05e-17
200.14	1.11e-17
200.16	1.06e-17
200.19	1.01e-17
200.20	8.95e-18
200.23	9.23e-18
200.24	8.11e-18
200.26	8.58e-18
200.28	9.20e-18
200.31	9.61e-18
200.36	9.32e-18
200.40	8.83e-18
200.44	9.38e-18
200.47	8.35e-18
200.48	7.05e-18
200.51	6.78e-18
200.53	6.26e-18
200.59	6.85e-18
200.62	5.62e-18
200.66	3.86e-18
200.71	4.27e-18
200.75	5.22e-18
200.77	3.81e-18
200.81	2.82e-18
200.83	2.04e-18
200.86	1.69e-18
200.90	2.18e-18
200.91	2.69e-18
200.94	2.39e-18
200.97	3.43e-18
201.00	2.80e-18
201.03	2.30e-18
201.05	1.00e-18
201.10	-1.16e-20
201.12	5.74e-19
201.14	1.57e-18
201.17	4.77e-19
201.19	1.97e-18
201.24	3.80e-18
201.28	5.67e-18
201.35	8.34e-18
201.37	1.03e-17
201.41	1.24e-17
201.43	1.52e-17
201.46	1.56e-17
201.48	1.64e-17
201.53	1.75e-17
201.55	1.69e-17
201.59	1.67e-17
201.63	1.76e-17
201.68	1.71e-17
201.71	1.60e-17
201.75	1.46e-17
201.79	1.39e-17
201.81	1.23e-17
201.87	1.19e-17
201.88	1.04e-17
201.93	8.87e-18
201.95	8.02e-18
201.98	7.33e-18
202.01	6.78e-18
202.04	7.28e-18
202.07	6.81e-18
202.08	7.42e-18
202.12	7.82e-18
202.15	7.01e-18
202.17	5.41e-18
202.21	6.71e-18
202.23	5.48e-18
202.25	3.82e-18
202.28	4.74e-18
202.30	5.21e-18
202.32	4.70e-18
202.33	4.96e-18
202.36	3.99e-18
202.40	3.40e-18
202.45	2.97e-18
202.48	2.07e-18
202.55	2.49e-18
202.61	1.65e-18
202.66	2.22e-18
202.75	2.82e-18
202.79	1.93e-18
202.83	1.18e-18
202.87	1.80e-18
202.89	5.77e-19
202.91	1.43e-18
202.99	2.17e-18
203.02	3.45e-18
203.06	3.26e-18
203.08	5.15e-18
203.11	4.45e-18
203.13	4.08e-18
203.16	5.81e-18
203.20	7.47e-18
203.26	1.15e-17
203.30	1.49e-17
203.34	1.77e-17
203.36	1.95e-17
203.36	2.13e-17
203.40	2.17e-17
203.41	2.04e-17
203.45	1.98e-17
203.46	1.90e-17
203.49	1.86e-17
203.53	1.78e-17
203.59	1.63e-17
203.60	1.58e-17
203.61	1.48e-17
203.68	1.43e-17
203.70	1.26e-17
203.74	1.19e-17
203.76	1.07e-17
203.78	1.04e-17
203.79	9.62e-18
203.85	1.01e-17
203.90	8.93e-18
203.94	7.50e-18
203.98	6.34e-18
204.03	5.03e-18
204.08	3.76e-18
204.11	4.01e-18
204.13	3.79e-18
204.16	4.02e-18
204.19	2.71e-18
204.21	2.15e-18
204.25	2.67e-18
204.27	3.61e-18
204.31	4.43e-18
204.33	6.08e-18
204.37	5.47e-18
204.42	4.65e-18
204.44	3.82e-18
204.48	4.53e-18
204.50	3.58e-18
204.52	3.01e-18
204.53	2.12e-18
204.56	2.86e-18
204.59	1.69e-18
204.62	9.14e-19
204.65	1.32e-18
204.66	1.99e-18
204.70	2.30e-18
204.72	3.00e-18
204.76	2.27e-18
204.80	1.94e-18
204.85	3.03e-18
204.90	2.45e-18
204.96	1.61e-18
205.01	1.09e-18
205.07	1.70e-18
205.11	1.00e-18
205.15	2.16e-18
205.19	2.43e-18
205.21	3.39e-18
205.24	2.77e-18
205.27	2.11e-18
205.30	3.85e-18
205.37	6.51e-18
205.43	1.26e-17
205.48	1.87e-17
205.51	2.03e-17
205.54	2.13e-17
205.57	2.07e-17
205.60	1.91e-17
205.63	1.79e-17
205.65	1.65e-17
205.69	1.58e-17
205.71	1.44e-17
205.75	1.43e-17
205.77	1.35e-17
205.79	1.28e-17
205.82	1.17e-17
205.84	1.11e-17
205.89	1.15e-17
205.92	1.26e-17
205.93	1.12e-17
205.95	9.98e-18
205.98	8.43e-18
205.99	7.51e-18
206.03	6.98e-18
206.06	6.17e-18
206.11	5.86e-18
206.13	6.79e-18
206.16	5.98e-18
206.19	5.01e-18
206.24	3.96e-18
206.31	3.60e-18
206.32	3.12e-18
206.35	3.58e-18
206.37	2.80e-18
206.41	2.14e-18
206.45	2.77e-18
206.50	2.40e-18
206.55	2.05e-18
206.58	1.07e-18
206.62	2.89e-19
206.65	1.21e-18
206.67	2.31e-18
206.70	2.76e-18
206.74	2.52e-18
206.78	4.13e-18
206.82	5.32e-18
206.87	6.23e-18
206.91	5.36e-18
206.94	4.90e-18
206.96	3.71e-18
207.01	4.25e-18
207.04	3.80e-18
207.05	4.55e-18
207.08	3.33e-18
207.09	2.06e-18
207.12	5.21e-19
207.17	7.88e-19
207.20	2.63e-19
207.26	-1.67e-19
207.30	4.97e-19
207.33	1.27e-18
207.36	1.97e-18
207.39	2.28e-18
207.43	1.92e-18
207.45	2.61e-18
207.48	3.25e-18
207.51	4.61e-18
207.53	5.94e-18
207.56	9.56e-18
207.60	1.32e-17
207.67	2.04e-17
207.70	2.18e-17
207.75	2.09e-17
207.78	1.95e-17
207.84	1.88e-17
207.87	1.76e-17
207.88	1.63e-17
207.95	1.54e-17
207.98	1.43e-17
207.99	1.34e-17
208.04	1.25e-17
208.08	1.17e-17
208.09	1.05e-17
208.10	9.27e-18
208.14	8.68e-18
208.16	7.91e-18
208.19	8.46e-18
208.21	7.13e-18
208.25	6.35e-18
208.31	6.14e-18
208.34	6.93e-18
208.37	7.22e-18
208.41	6.82e-18
208.42	6.06e-18
208.48	5.55e-18
208.52	4.64e-18
208.53	3.36e-18
208.57	2.69e-18
208.59	3.45e-18
208.62	2.42e-18
208.65	3.02e-18
208.67	4.10e-18
208.72	4.43e-18
208.76	4.25e-18
208.78	3.32e-18
208.82	2.51e-18
208.84	2.11e-18
208.88	2.20e-18
208.90	1.82e-18
208.94	2.63e-18
208.98	1.95e-18
209.01	2.75e-18
209.05	1.99e-18
209.09	2.26e-18
209.17	1.75e-18
209.21	3.20e-18
209.24	2.44e-18
209.28	2.11e-18
209.32	1.61e-18
209.34	2.34e-18
209.39	2.70e-18
209.41	1.85e-18
209.45	1.05e-18
209.50	7.82e-19
209.54	9.39e-19
209.59	1.51e-18
209.62	7.61e-19
209.66	3.95e-19
209.69	1.23e-18
209.73	1.69e-18
209.78	1.02e-18
209.80	2.07e-18
209.82	3.73e-18
209.87	4.46e-18
209.89	5.68e-18
209.91	8.13e-18
209.93	1.13e-17
209.96	1.46e-17
209.98	1.80e-17
210.01	1.84e-17
210.03	1.88e-17
210.07	1.85e-17
210.09	1.79e-17
210.12	1.64e-17
210.12	1.62e-17
210.16	1.54e-17
210.21	1.60e-17
210.26	1.57e-17
210.27	1.45e-17
210.28	1.40e-17
210.33	1.32e-17
210.38	1.23e-17
210.40	1.10e-17
210.43	9.69e-18
210.45	8.88e-18
210.50	9.10e-18
210.54	8.45e-18
210.57	7.77e-18
210.59	7.07e-18
210.63	6.71e-18
210.67	6.18e-18
210.70	5.47e-18
210.75	5.69e-18
210.78	5.46e-18
210.82	4.77e-18
210.84	5.48e-18
210.88	5.76e-18
210.95	5.27e-18
211.00	4.48e-18
211.04	3.58e-18
211.13	2.74e-18
211.23	2.42e-18
211.26	3.16e-18
211.31	3.76e-18
211.43	4.70e-18
211.49	4.17e-18
211.51	2.90e-18
211.55	2.19e-18
211.60	3.36e-18
211.65	4.91e-18
211.71	4.39e-18
211.76	6.33e-18
211.78	7.83e-18
211.84	8.37e-18
211.86	1.15e-17
211.89	1.46e-17
211.90	1.68e-17
211.90	2.03e-17
211.92	2.35e-17
