119.36	1.92e-17
119.68	2.00e-17
120.00	2.08e-17
120.29	2.16e-17
120.73	2.29e-17
121.17	2.43e-17
121.41	2.47e-17
121.73	2.56e-17
122.06	2.61e-17
122.41	2.68e-17
122.59	2.73e-17
122.93	2.82e-17
123.23	2.85e-17
123.57	2.98e-17
123.94	2.98e-17
124.38	3.03e-17
124.83	3.07e-17
125.19	3.09e-17
125.55	3.08e-17
125.84	3.04e-17
126.25	2.99e-17
126.62	2.89e-17
127.00	2.79e-17
127.32	2.69e-17
127.67	2.60e-17
127.98	2.51e-17
128.34	2.42e-17
128.68	2.27e-17
129.03	2.19e-17
129.40	2.08e-17
129.87	1.92e-17
130.35	1.77e-17
130.85	1.62e-17
131.16	1.50e-17
131.51	1.40e-17
131.84	1.30e-17
132.15	1.20e-17
132.54	1.12e-17
132.94	1.05e-17
133.34	9.70e-18
133.70	9.13e-18
134.07	8.49e-18
134.44	7.84e-18
134.79	7.25e-18
135.12	6.78e-18
135.47	6.26e-18
135.82	6.00e-18
136.31	5.54e-18
136.65	5.15e-18
137.04	4.94e-18
137.46	4.70e-18
137.86	4.43e-18
138.28	4.27e-18
138.70	4.06e-18
139.11	3.84e-18
139.53	3.63e-18
139.96	3.41e-18
140.41	3.31e-18
140.87	3.21e-18
141.29	3.15e-18
141.76	3.10e-18
142.24	3.07e-18
142.67	2.97e-18
143.15	2.95e-18
143.89	2.85e-18
144.37	2.85e-18
144.90	2.85e-18
145.39	2.85e-18
145.88	2.80e-18
146.29	2.75e-18
146.72	2.65e-18
147.18	2.61e-18
147.64	2.54e-18
148.14	2.55e-18
148.63	2.45e-18
149.10	2.38e-18
149.60	2.30e-18
150.09	2.23e-18
150.62	2.18e-18
151.08	2.11e-18
151.61	2.06e-18
152.12	1.97e-18
152.61	1.93e-18
153.10	1.88e-18
153.58	1.80e-18
154.08	1.73e-18
154.56	1.64e-18
155.10	1.51e-18
155.64	1.38e-18
156.65	1.21e-18
157.67	1.09e-18
158.23	1.02e-18
158.88	9.30e-19
159.62	8.38e-19
160.19	7.42e-19
160.97	6.49e-19
161.47	6.00e-19
161.99	5.47e-19
162.47	5.18e-19
162.98	4.82e-19
163.46	4.56e-19
164.15	4.17e-19
164.84	3.78e-19
165.53	3.38e-19
166.03	3.14e-19
166.53	2.91e-19
167.06	2.68e-19
167.63	2.41e-19
168.48	2.09e-19
168.91	1.90e-19
169.46	1.76e-19
170.45	1.52e-19
171.24	1.34e-19
172.19	1.19e-19
172.97	1.12e-19
174.25	1.14e-19
175.14	1.09e-19
176.07	9.60e-20
176.76	8.29e-20
177.49	7.38e-20
178.19	6.91e-20
178.96	6.87e-20
179.74	6.83e-20
180.49	6.87e-20
181.15	6.47e-20
181.74	6.05e-20
182.28	5.45e-20
182.88	4.83e-20
183.59	4.30e-20
184.10	4.02e-20
184.21	4.02e-20
184.72	3.69e-20
185.27	3.33e-20
185.55	3.17e-20
185.83	3.00e-20
186.21	2.81e-20
186.38	2.74e-20
187.16	2.55e-20
188.01	2.53e-20
188.76	2.43e-20
189.59	2.43e-20
189.99	2.44e-20
190.83	2.43e-20
191.56	2.34e-20
192.45	2.30e-20
193.09	2.12e-20
193.88	2.04e-20
194.60	1.90e-20
194.95	1.87e-20
195.72	1.70e-20
196.41	1.55e-20
196.45	1.55e-20
197.04	1.43e-20
197.08	1.40e-20
197.82	1.30e-20
198.61	1.20e-20
199.45	1.16e-20
200.38	1.14e-20
201.27	1.19e-20
202.05	1.28e-20
202.63	1.37e-20
203.25	1.50e-20
204.08	1.59e-20
205.05	1.58e-20
205.90	1.51e-20
206.67	1.34e-20
207.28	1.20e-20
207.97	1.03e-20
208.80	9.14e-21
209.51	7.95e-21
210.35	7.08e-21
211.02	6.46e-21
211.83	5.93e-21
213.11	5.41e-21
214.16	5.41e-21
215.28	5.42e-21
215.47	5.32e-21
216.36	5.00e-21
217.11	4.30e-21
217.97	3.69e-21
218.45	3.28e-21
218.89	2.96e-21
219.71	2.57e-21
220.69	2.38e-21
221.72	2.28e-21
222.87	2.22e-21
223.22	2.18e-21
224.38	2.16e-21
225.40	2.38e-21
226.11	2.79e-21
226.53	3.25e-21
227.04	3.75e-21
227.41	4.21e-21
227.88	4.84e-21
228.30	5.44e-21
228.82	6.30e-21
229.78	7.00e-21
230.90	7.04e-21
231.82	6.27e-21
232.30	5.55e-21
232.74	4.91e-21
233.23	4.32e-21
233.56	3.49e-21
234.11	3.07e-21
234.61	2.48e-21
235.16	2.11e-21
236.00	1.76e-21
236.79	1.64e-21
237.87	1.80e-21
238.73	2.03e-21
239.48	2.33e-21
240.00	2.72e-21
240.93	3.15e-21
241.93	3.46e-21
243.05	3.37e-21
243.77	3.06e-21
244.31	2.69e-21
244.91	2.35e-21
245.27	1.97e-21
245.76	1.63e-21
246.37	1.29e-21
247.35	9.52e-22
247.97	7.19e-22
