Pressure H2 He H CH4 CH3 C C2 C2H2 C2H C2H3 C2H4 C2H5 C2H6 C3H6 Hp H3p e
0.9877300793015341,7.156073579394876e-05,0.011813690434949299,4.515386465925646e-23,9.808756026929184e-24,7.82267142958276e-18,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,1.7136191521539454e-39,0.00017310128747520382,1.923347638613376e-05,0.0001923347638613376
0.9895435374444184,9.788317932914178e-05,0.010044414804618098,3.771272682832218e-22,7.031582857216713e-23,3.1778174320567924e-17,1.2312349601149912e-39,3.6001310233762337e-37,1.2312349601149912e-39,1.2312349601149912e-39,1.2312349601149912e-39,1.2312349601149912e-39,1.2312349601149912e-39,1.2312349601149912e-39,0.0001413740572355423,1.5708228581726924e-05,0.00015708228581726922
0.991078269604337,0.00013396765923948207,0.00852962731587348,3.151505343505866e-21,5.045409142767582e-22,1.1808216604902964e-16,8.82527399469579e-40,1.353797030786334e-35,8.82527399469579e-40,8.82527399469579e-40,1.25760154424415e-37,8.82527399469579e-40,8.82527399469579e-40,8.82527399469579e-40,0.00011616093924741231,1.2906771027490257e-05,0.00012906771027490255
0.9923523003860983,0.00018254460154800545,0.0072522933461720614,2.5354474375593664e-20,3.4929024383794576e-21,3.545565635906341e-16,6.344963557455872e-40,4.768874609783834e-34,6.344963557455872e-40,6.344963557455872e-40,5.9706107075659753e-36,6.344963557455872e-40,9.85372840472897e-38,6.344963557455872e-40,9.578774978157352e-05,1.0643083309063723e-05,0.00010643083309063723
0.9934191573970403,0.000248582428936198,0.006155374430801093,2.0259923237474014e-19,2.401142363021077e-20,9.415173315751967e-16,4.552791738758205e-40,1.6599478679512414e-32,3.5161210598429615e-38,4.11754484853292e-38,2.7990563609885442e-34,7.635031745897509e-38,6.228219098621224e-36,4.552791738758205e-40,7.959858444968326e-05,8.84428716107592e-06,8.844287161075919e-05
0.9942903958042053,0.0003385997119765878,0.005220757830476358,1.6105483894016331e-18,1.6408561595785556e-19,2.247337453118912e-15,1.3957868781479552e-37,5.722628433406046e-31,8.821842351497817e-37,1.761435460282442e-36,1.298671657581042e-32,4.347372625377942e-36,3.897644422752637e-34,3.2589000190239443e-40,6.761099400279161e-05,7.5123326669768464e-06,7.512332666976846e-05
0.9949838469062262,0.00045900736130496494,0.004428649005862888,1.230336245210403e-17,1.07850353497242e-18,4.919941288605205e-15,3.237850091977938e-36,1.8421121115776218e-29,2.0664689206966134e-35,7.03249810439717e-35,5.591374075019705e-31,2.3167940361891273e-34,2.2529260394326262e-32,2.3394870606777014e-40,5.7823526970449304e-05,6.424836330049923e-06,6.424836330049922e-05
0.9955176222544453,0.0006232224510100037,0.003749699457122957,9.405175722591956e-17,7.073106733431668e-18,1.081611925438499e-14,7.494383712118688e-35,5.93298411650886e-28,4.831311382561456e-34,2.7951393189075273e-33,2.4089687551110927e-29,1.2434357807436716e-32,1.3059586339297609e-30,1.6717340424088084e-40,4.925512683486202e-05,5.472791870540224e-06,5.472791870540224e-05
0.9958878720271839,0.000842389056576574,0.003175259986016514,6.922401763033741e-16,4.45900300221686e-17,2.3724719488586083e-14,1.6318969935668895e-33,1.7898225090733628e-26,1.0627669350333343e-32,1.0289086616330829e-31,9.674134230191986e-28,6.2380578625056905e-31,7.039649494243093e-29,1.1964054205035849e-40,4.2515518589397874e-05,4.723946509933097e-06,4.723946509933097e-05
0.9961019635001533,0.0011391319890283805,0.0026792588710555405,5.0775659062520636e-15,2.782274544203847e-16,5.6735243459530105e-14,3.5246684862313115e-32,5.360220480510227e-25,2.3208324380353997e-31,3.703456018141596e-30,3.8558511048651235e-26,3.11090305523894e-29,3.785187461300582e-27,8.513691995727806e-41,3.584053786536527e-05,3.982281985040587e-06,3.982281985040586e-05
