2.0433762535130915e-11,3.1981910521446228e-12,1.254420895561725e-10,7.160652612164841e-12,2.9198777641837224e-13
2.212937516366465e-11,3.463579921529625e-12,1.3585139086988882e-10,7.754850228822814e-12,3.162171937966585e-13
2.1657084013297484e-11,3.389659255743554e-12,1.329520134948661e-10,7.589344103665269e-12,3.0946840034363233e-13
2.1986230351357193e-11,3.4411756062648507e-12,1.3497263032179588e-10,7.704687647535843e-12,3.1417172931699564e-13
2.1942064974027427e-11,3.4342630606997437e-12,1.3470150075333003e-10,7.689210668002586e-12,3.13540629180688e-13
2.153766182155554e-11,3.370967887259656e-12,1.3221888521045287e-10,7.547494697430012e-12,3.0776191970102975e-13
2.218699716745612e-11,3.4725986314522693e-12,1.3620513015542613e-10,7.775042846372237e-12,3.170405820850815e-13
2.2058697960584625e-11,3.452517876637378e-12,1.354175062133993e-10,7.730082646348204e-12,3.1520725354041224e-13
2.1994196347146883e-11,3.442422404372257e-12,1.3502153326639728e-10,7.707479190623506e-12,3.1428555922930805e-13
2.2036125487704043e-11,3.448984945261312e-12,1.352789346625299e-10,7.72217252031941e-12,3.1488470471205365e-13
2.2145997920422126e-11,3.4661816328802555e-12,1.3595343734019777e-10,7.76067538150295e-12,3.164547242942952e-13
2.2197534021294624e-11,3.4742478074963833e-12,1.3626981549962434e-10,7.778735301436885e-12,3.1719114821393126e-13
2.228231490691817e-11,3.487517290751264e-12,1.3679028212581497e-10,7.808445271348602e-12,3.184026227151858e-13
2.232256804425223e-11,3.493817511937705e-12,1.3703739460202663e-10,7.822551275199015e-12,3.189778189886978e-13
2.2399495865456603e-11,3.5058578725425528e-12,1.3750965156499609e-10,7.849509276835188e-12,3.2007707730784266e-13
2.244096380585702e-11,3.5123482286730727e-12,1.3776422167094088e-10,7.864040987049535e-12,3.206696324816316e-13
2.2576789818298566e-11,3.5336070417229067e-12,1.385980523855465e-10,7.911638823674942e-12,3.2261051514014334e-13
2.2743043559310355e-11,3.559628251765615e-12,1.3961867776636876e-10,7.969899522496879e-12,3.24986194121232e-13
2.279373259232646e-11,3.5675618475268104e-12,1.399298558085032e-10,7.987662602402054e-12,3.257105138843557e-13
2.298448628580946e-11,3.5974176684805866e-12,1.4110088546395338e-10,8.054508878567334e-12,3.2843628436876513e-13
2.3132457280461178e-11,3.620577353842421e-12,1.4200927376155174e-10,8.106362710555239e-12,3.305507124692429e-13
2.350849497621851e-11,3.6794329068406765e-12,1.4431775484654962e-10,8.238138505823869e-12,3.359240944122355e-13
2.3651466508535183e-11,3.701810101181683e-12,1.4519545163538216e-10,8.288240364186395e-12,3.3796708281148405e-13
2.3887684004666228e-11,3.738781690784305e-12,1.4664558184284939e-10,8.37101863019598e-12,3.4134250725070994e-13
2.440017738696528e-11,3.818994610296031e-12,1.4979175918775958e-10,8.550612920301271e-12,3.4866576956568293e-13
2.4922973422671454e-11,3.900820049963227e-12,1.5300118412934416e-10,8.733817594050058e-12,3.561362514078665e-13
2.494536378865263e-11,3.904324478871614e-12,1.5313863773289746e-10,8.741663903919556e-12,3.564561980239043e-13
2.5587464870446103e-11,4.004822951966507e-12,1.570804718061853e-10,8.966676932269738e-12,3.6563148655857196e-13
2.5771884908264563e-11,4.033687460584199e-12,1.5821261939086055e-10,9.031303690228284e-12,3.6826675241707577e-13
2.6426622445122067e-11,4.136163728881866e-12,1.62232028180263e-10,9.260744941956673e-12,3.7762260928367026e-13
2.6877286518877366e-11,4.20669943202167e-12,1.6499863775608478e-10,9.418672238576502e-12,3.8406236312642047e-13
2.769351853334468e-11,4.334452014085559e-12,1.7000945498964072e-10,9.704706388991984e-12,3.957258915899645e-13
2.8665546593781703e-11,4.486589019689813e-12,1.7597669821265554e-10,1.0045336522972413e-11,4.096156640435355e-13
2.8719098473378257e-11,4.494970693982873e-12,1.7630545116085597e-10,1.0064102837098855e-11,4.1038089238655535e-13
2.8531226166384547e-11,4.465565853335438e-12,1.7515211022726573e-10,9.998266292139744e-12,4.0769629540764016e-13
2.8182630076590672e-11,4.411005324246651e-12,1.7301209211559032e-10,9.876106924931607e-12,4.027150396574054e-13
2.8591062212986688e-11,4.474931094245411e-12,1.7551944143724962e-10,1.0019234782042994e-11,4.085513212095202e-13
2.8554282380913788e-11,4.469174497552428e-12,1.7529365144968277e-10,1.0006345936919388e-11,4.080257566510819e-13
2.7609175611750124e-11,4.321251078785871e-12,1.6949167700793502e-10,9.675149895869618e-12,3.9452067536555734e-13
2.5813416718152308e-11,4.040187813249744e-12,1.5846758158915426e-10,9.045857782380884e-12,3.6886022025242447e-13
2.4582495575446155e-11,3.8475301478917266e-12,1.5091100359944426e-10,8.614503122134936e-12,3.5127100109676445e-13
2.287285708596521e-11,3.579946020393939e-12,1.4041559805984114e-10,8.01539038924926e-12,3.2684116150336794e-13
2.131084218772597e-11,3.335467204401212e-12,1.3082644812154038e-10,7.468009746937925e-12,3.045207857974689e-13
1.9661097722508438e-11,3.0772573921890618e-12,1.2069872971457439e-10,6.889885821206951e-12,2.8094680047639994e-13
1.787623203179048e-11,2.7978990766796204e-12,1.0974150725317775e-10,6.264411039035558e-12,2.5544200353348885e-13
1.1465374840204597e-11,1.794503540910974e-12,7.038549924554154e-11,4.017838915266327e-12,1.63834208195326e-13
8.865063416346752e-12,1.3875157081868857e-12,5.442228650169606e-11,3.1066055211384807e-12,1.2667711833768565e-13
7.597277917800097e-12,1.189088216895466e-12,4.66393996362308e-11,2.6623323959015065e-12,1.0856112682316823e-13
5.021182176236917e-12,7.858905025259014e-13,3.08248460432318e-11,1.759584961634481e-12,7.175006639674584e-14
7.294671236010452e-14,1.1417257215960846e-14,4.4781708747825383e-13,2.5562892076883637e-14,1.0423703565331194e-15
7.60526859315291e-14,1.1903388777255522e-14,4.668845408772983e-13,2.665132587507909e-14,1.086753093935264e-15
9.263461154453231e-14,1.4498709439892106e-14,5.686803503462572e-13,3.2462169998932156e-14,1.3237001358787875e-15
6.327098402811543e-15,9.902860260375815e-16,3.8841815995054905e-14,2.2172203297177153e-15,9.04109260661593e-17
1.0660704600006481e-15,1.668560550347969e-16,6.5445659303652344e-15,3.735856385250151e-16,1.5233589143738484e-17
2.8648819551850607e-16,4.483970986141614e-17,1.758740115396396e-15,1.0039474825387754e-16,4.0937664336532595e-18
9.708094574826821e-17,1.51946275920574e-17,5.959762265914068e-16,3.402030960125946e-17,1.3872359254882499e-18
