# Cross sections for Co
# Converted from earlier Leiden database cross sections by Alan Heays 2016-02-24
# Photoionisation source: Co  PHOTOIONIZATION
# Lines represented with lorentzian of width 0.0005 nm FWHM
# wavelength: (nm)
# photoabsorption:    cross section (cm2)
# photoionisation:    cross section (cm2)
# 
# wavelength   photoabsorption   photoionisation
 149.3000000       1.02129e-18       1.02129e-18
 149.4000000       1.02567e-18       1.02567e-18
 149.5000000       1.03005e-18       1.03005e-18
 149.6000000       1.03443e-18       1.03443e-18
 149.7000000       1.03881e-18       1.03881e-18
 149.8000000       1.04319e-18       1.04319e-18
 149.9000000       1.04757e-18       1.04757e-18
 150.0000000       1.05194e-18       1.05194e-18
 150.1000000       1.05632e-18       1.05632e-18
 150.2000000       1.06070e-18       1.06070e-18
 150.3000000       1.06508e-18       1.06508e-18
 150.4000000       1.06946e-18       1.06946e-18
 150.5000000       1.07384e-18       1.07384e-18
 150.6000000       1.07822e-18       1.07822e-18
 150.7000000       1.08259e-18       1.08259e-18
 150.8000000       1.08697e-18       1.08697e-18
 150.9000000       1.09135e-18       1.09135e-18
 151.0000000       1.09573e-18       1.09573e-18
 151.1000000       1.10011e-18       1.10011e-18
 151.2000000       1.10449e-18       1.10449e-18
 151.3000000       1.10887e-18       1.10887e-18
 151.4000000       1.11325e-18       1.11325e-18
 151.5000000       1.11762e-18       1.11762e-18
 151.6000000       1.12200e-18       1.12200e-18
 151.7000000       1.12638e-18       1.12638e-18
 151.8000000       1.13076e-18       1.13076e-18
 151.9000000       1.13514e-18       1.13514e-18
 152.0000000       1.13952e-18       1.13952e-18
 152.1000000       1.14390e-18       1.14390e-18
 152.2000000       1.14827e-18       1.14827e-18
 152.3000000       1.15265e-18       1.15265e-18
 152.4000000       1.15703e-18       1.15703e-18
 152.5000000       1.16141e-18       1.16141e-18
 152.6000000       1.16579e-18       1.16579e-18
 152.7000000       1.17017e-18       1.17017e-18
 152.8000000       1.17455e-18       1.17455e-18
 152.9000000       1.17892e-18       1.17892e-18
 153.0000000       1.18330e-18       1.18330e-18
 153.1000000       1.18768e-18       1.18768e-18
 153.2000000       1.19206e-18       1.19206e-18
 153.3000000       1.19644e-18       1.19644e-18
 153.4000000       1.20082e-18       1.20082e-18
 153.5000000       1.20520e-18       1.20520e-18
 153.6000000       1.20957e-18       1.20957e-18
 153.7000000       1.21395e-18       1.21395e-18
 153.8000000       1.21833e-18       1.21833e-18
 153.9000000       1.22271e-18       1.22271e-18
 154.0000000       1.22709e-18       1.22709e-18
 154.1000000       1.23147e-18       1.23147e-18
 154.2000000       1.23585e-18       1.23585e-18
 154.3000000       1.24023e-18       1.24023e-18
 154.4000000       1.24460e-18       1.24460e-18
 154.5000000       1.24898e-18       1.24898e-18
 154.6000000       1.25336e-18       1.25336e-18
 154.7000000       1.25774e-18       1.25774e-18
 154.8000000       1.26212e-18       1.26212e-18
 154.9000000       1.26650e-18       1.26650e-18
 155.0000000       1.26980e-18       1.26980e-18
 155.1000000       1.27000e-18       1.27000e-18
 155.2000000       1.27000e-18       1.27000e-18
 155.3000000       1.27000e-18       1.27000e-18
 155.4000000       1.27000e-18       1.27000e-18
 155.5000000       1.27000e-18       1.27000e-18
 155.6000000       1.27000e-18       1.27000e-18
 155.7000000       1.27000e-18       1.27000e-18
 155.8000000       1.27000e-18       1.27000e-18
 155.9000000       1.27000e-18       1.27000e-18
 156.0000000       1.27000e-18       1.27000e-18
 156.1000000       1.27000e-18       1.27000e-18
 156.2000000       1.27000e-18       1.27000e-18
 156.3000000       1.27000e-18       1.27000e-18
 156.4000000       1.27000e-18       1.27000e-18
 156.5000000       1.27000e-18       1.27000e-18
 156.6000000       1.27000e-18       1.27000e-18
 156.7000000       1.27000e-18       1.27000e-18
 156.8000000       1.27000e-18       1.27000e-18
 156.9000000       1.27000e-18       1.27000e-18
 157.0000000       1.27000e-18       1.27000e-18
 157.1000000       1.27000e-18       1.27000e-18
 157.2000000       1.27000e-18       1.27000e-18
 157.3000000       1.27000e-18       1.27000e-18
 157.4000000       1.27000e-18       1.27000e-18
 157.5000000       1.27000e-18       1.27000e-18
 157.6000000       1.27000e-18       1.27000e-18
 157.7000000       9.02607e-19       9.02607e-19
 157.8000000       2.26786e-19       2.26786e-19
